sentence,fuel,machine,others,part,price,service
"Sebelum ramadhan 2014 , saya ganti accu di bengkel honda Jakarta center , jayakarta . Belum setahun , sudah soak . Payah",neutral,neutral,neutral,neutral,neutral,negative
harga unit mobil GL kemahalan,neutral,neutral,neutral,neutral,negative,neutral
"pakai rush trd enak banget dari bangku , kaki-kaki enak dan saya bawa lari dengan kecepatan hampir 140 km / jam Tidak limbung dan masalah bensin irit banget dan ac dingin",neutral,positive,neutral,positive,positive,neutral
Pakai Altis v enggak boros-boros amat sih,positive,neutral,neutral,neutral,neutral,neutral
"Apalagi Kalau perjalanan Jauh , dengan bensin yang irit banget bagi saya begitu performa yang stabil , avanza adalah mobil idaman bagi saya Dan juga keluarga besar saya .",positive,positive,neutral,neutral,neutral,neutral
"Yang saya enggak suka , kalau saya duduk di belakang , kepala mentok dengan atap dengan tinggi 183 cm . Duduk di posisi mengemudi , rambut saya kena plafon mobil jadi kurang nyaman .",neutral,neutral,neutral,negative,neutral,neutral
Saya pribadi lebih suka sama design luar dalam CX3,neutral,neutral,neutral,positive,neutral,neutral
Bagusan Fortuner daripada Pajero sport,neutral,neutral,negative,neutral,neutral,neutral
Sejauh ini belum ne mu bengkel resmi mitsubishi yang pelayan nya ' bagus ',neutral,neutral,neutral,neutral,neutral,positive
Toyota lebih unggul dari mitsubishi secara worldwide termasuk di Indonesia,neutral,neutral,negative,neutral,neutral,neutral
"Toyota Innova suspensi nya sangat mantap , tidak pernah rewel mesin nya karena rutin diservis .",neutral,positive,neutral,positive,neutral,neutral
"Gue pakai HRV juga dan udah 2 tahun , jujur enggak suka sih sama ini mobil .",neutral,neutral,negative,neutral,neutral,neutral
Rush cocok untuk segala medan,neutral,neutral,positive,neutral,neutral,neutral
"xenia li sudah ada power window , tachometer , power steering",neutral,neutral,neutral,positive,neutral,neutral
"Khusus Xenia , ada pengalaman tahun 2008 digunakan oleh tim proyek . selama 2 bulan , Jakarta - Bandung setiap 2 hari via tol . Tidak ada keluhan sedikit pun .",neutral,neutral,positive,neutral,neutral,neutral
Altis G MT jadi tunggangan nyaman .,neutral,neutral,positive,neutral,neutral,neutral
keseluruhan saya suka dengan Terios .,neutral,neutral,positive,neutral,neutral,neutral
Pengalaman hrv 1.5 e cvt . Sangat tidak puas,neutral,neutral,negative,neutral,neutral,neutral
Semoga berkembang toyota biar gk ditinggalin customer nya satu per satu,neutral,neutral,negative,neutral,neutral,neutral
Xpander pokok nya terbaik di kelas nya .,neutral,neutral,positive,neutral,neutral,neutral
Puas banget coi punya Xpander mah .,neutral,neutral,positive,neutral,neutral,neutral
Xi 2005 hebat banget nih mobil . kuat pakai premium ( 1:11 ) irit abis,positive,neutral,positive,neutral,neutral,neutral
"keseluruhan gue suka xenia . Murah , desain lucu , muat banyak barang ,",neutral,neutral,positive,positive,positive,neutral
"Coba dong ke Honda Autoland Kelapa Gading , beda benar . Pelayanan , kualitas ruang tunggu dan lain-lain yang enggak banget .",neutral,neutral,neutral,neutral,neutral,negative
"Ayah saya tahu karakter mesin , dia bilang karakter mesin nya calya oke",neutral,positive,neutral,neutral,neutral,neutral
calya didesain dapat dipakai untuk semua kalangan usia,neutral,neutral,neutral,positive,neutral,neutral
Jazz VTEC Lama saja lebih murah,neutral,neutral,neutral,neutral,positive,neutral
avanza dapat bermanuver lincah mesin nya,neutral,positive,neutral,neutral,neutral,neutral
avanza lincah banget kalo buat lari meskipun gaya nya jadul abis hehe,neutral,positive,neutral,negative,neutral,neutral
"Saya dapat harga cuma 118 juta juli 2015 . lumayan murah banget si Wagon , awet , irit .",positive,neutral,positive,neutral,positive,neutral
saya akan pilih all new grand livina . jelas lebih nyaman . lebih mewah . lebih keren . mobil nya anak muda lagi .,neutral,neutral,positive,neutral,neutral,neutral
Elektronik Parking Brake HRV sudah oke banget .,neutral,neutral,neutral,positive,neutral,neutral
"Seperti inilah rasa mengendarai Nissan GT - R R35 "" Godzilla "" bertenaga 537 hp dengan torsi 612 Nm yang sungguh kencang",neutral,positive,neutral,neutral,neutral,neutral
mobil bagus irit bahan bakar dan murah ya brio,positive,neutral,positive,neutral,positive,neutral
Honda Brio ini mobil yang lumayan keren sih memang,neutral,neutral,positive,neutral,neutral,neutral
masalah nopol aja lama sekali mengurus nya kecewa sama nissan,neutral,neutral,neutral,neutral,neutral,negative
"Motor beat paling nyaman , dipakai untuk perempuan seperti saya , apalagi dibawa ke mana-mana sangat irit dan harga nya terjangkau dibandingkan motor honda yang lain .",neutral,neutral,positive,neutral,positive,neutral
"HRV prestige akhir tahun 2017 bagasi luas , bbm irit bisa 1:12 , jok kulit , lampu led enak kalau dipakai malam hari .",positive,neutral,neutral,positive,neutral,neutral
"dengan harga cuma 70 - 80 juta dapat mobil yang sangat nyaman , cuma Altis yang bisa",neutral,neutral,positive,neutral,positive,neutral
suka banget sama fitur Paddle shift - nya HRV E 2018 kayak mobil balap kalau bawa di tol suara mesin nya .,neutral,positive,neutral,positive,neutral,neutral
"Xenia yang saya pakai dari 2005 ini biaya perawatan yang rendah dan keandalan mesin yang tinggi ,",neutral,positive,neutral,neutral,neutral,positive
HRV nyaman terutama pas menyetir malam karena lampu nya terang ( double LED ) dan yang jelas irit .,positive,neutral,positive,positive,neutral,neutral
harga jual Nmax pun bersaing,neutral,neutral,neutral,neutral,positive,neutral
"Dengan sigra perjalanan lebih nyaman, budget bensin bisa dialokasikan untuk keperluan lain.",positive,neutral,positive,neutral,neutral,neutral
"Kalau untuk secara desain , interior dan fitur Honda mumpuni okelah .",neutral,neutral,neutral,positive,neutral,neutral
"Ke Bengkel itu buat ngebenerin motor bukan malah bikin motor jadi rusak , payah nih Dealer Honda Cidodol , masa motor gua bener jadi rusak .",neutral,neutral,neutral,neutral,neutral,negative
kemahalan ya agya kalau untuk keluarga dengan ekonomi pas-pasan,neutral,neutral,neutral,neutral,negative,neutral
Kalo soal irit dan perawatan sih tetep prefer ke supra x helm in .,positive,neutral,neutral,neutral,neutral,positive
sigra nih menemani jalan-jalan bersama keluarga. Ku bangga dengan mobil ini.,neutral,neutral,positive,neutral,neutral,neutral
"Mobil ku daihatsu xenia ku irit , cocok banget buat keluarga indonesia dengan kursi 7 tambah lagi mesin handal ( 1.300 cc ) walau sudah sejak 2009",positive,positive,neutral,positive,neutral,neutral
Puas ketika pertama kali membeli dan memakai Toyota Calya ini sampai sekarang,neutral,neutral,positive,neutral,neutral,neutral
Kerenan pajero lah yang setuju like ya,neutral,neutral,positive,neutral,neutral,neutral
Lebih ok pajero .... lebih jantan,neutral,neutral,positive,neutral,neutral,neutral
"Saya pakai motor vario sangat nyaman , rem sangat pakem , Suara mesin montor masih halus , padahal setiap bulan dibuat jalan luar provinsi tetapi masih tetap nyaman .",neutral,positive,positive,positive,neutral,neutral
Tergantung mau pakai nya berapa lama . Kalau 2 - 3 tahun mau ganti mending brio bro karena harga honda turun enggak jauh-jauh amat .,neutral,neutral,neutral,neutral,positive,neutral
"tetapi selama yang saya lihat kalau xenia avanza tubruk ( adu kambing ) , bagian kabin kelihatan masih kokoh .",neutral,neutral,neutral,positive,neutral,neutral
Rush dan terios tampilan saja bagus tetapi kualitas murahan . mendingan beli cortez nyaman dibawa dan murah .,neutral,neutral,positive,positive,positive,neutral
"Alasan saya pilih HRV karena butuh mobil yang jangkung , lega di kelas nya , dan model nya ganteng .",neutral,neutral,neutral,positive,neutral,neutral
"honda jazz full power banget, body mantep, suspensi empuk dan nyaman.",neutral,positive,neutral,positive,neutral,neutral
Nama Toyota dan Honda di indonesia melegenda ... walaupun mahal orang mau beli ... kata nya Spert part nya murah padahal kualitas nya abal2 ... di ketok dikit langsung penyot body nya dan dasbor nya,neutral,neutral,neutral,negative,neutral,neutral
Xenia perawatan berkala nya tidak mahal .,neutral,neutral,neutral,neutral,neutral,positive
jelek banget ini xenia li menesal saya beli,neutral,neutral,negative,neutral,neutral,neutral
jujur saja tenaga nya Mobilio lebih besar yang manual dan akselerasi nya lebih cepat,neutral,positive,neutral,neutral,neutral,neutral
"Beat street dari bentukan keren banget , eye catching , dari performa juga lumayan untuk motor seharga nya , mesin senyap dan benar-benar halus .",neutral,positive,neutral,positive,neutral,neutral
Brio saya kondisi mesin bisa dibilang masih sempurna masih bisa 28 km / liter dan digas ke 120 kmh 140 kmh juga masih enteng .,neutral,positive,neutral,neutral,neutral,neutral
"suspensi pajero empuk , fortuner itu suspensi nya keras",neutral,neutral,neutral,negative,neutral,neutral
Menurut saya mobil xpander ini sangat nyaman dan keren,neutral,neutral,positive,neutral,neutral,neutral
komplit sekali servis yang ditawarkan toyota semua nya ada pokok nya paket lengkap,neutral,neutral,neutral,neutral,neutral,positive
Avanza sangat mendukung profesi yang saya jalani karena avanza bagi saya volume ruang yang besar .,neutral,neutral,neutral,positive,neutral,neutral
mobil mitsubishi sekarang sudah gratis biaya servis dan sparepart selama 5 tahun .,neutral,neutral,neutral,positive,neutral,positive
Rush 2018 G AT cocok untuk kalangan tua dan muda . tiada lagi tandingan nya .,neutral,neutral,positive,neutral,neutral,neutral
Hanya honda beat yang sudah terbukti mantap dan dahsyat.,neutral,neutral,positive,neutral,neutral,neutral
harga jual pun bersaing . untuk saat ini Nmax jadi motor ini paling nyaman digunakan baik untuk harian maupun tur .,neutral,neutral,positive,neutral,positive,neutral
Waduh kece parah deh ini bisa-bisa kepincut saya sama wuling cortez,neutral,neutral,positive,neutral,neutral,neutral
"Dari pengalaman sendiri pakai mitsubishi , lampu kayak kurang terang itu karena kaca film standar terlalu gelap yang depan .",neutral,neutral,neutral,negative,neutral,neutral
"Pernah Punya Grand Livina XV tahun 2011 dipakai sampai 5 Tahun , dan KM - nya enggak sampai 50.000 . Sumpah ini mobil nyaman banget .",neutral,neutral,positive,neutral,neutral,neutral
cukup puas dengan toyota rush ini,neutral,neutral,positive,neutral,neutral,neutral
"saya juga baru saja beli tipe deluxe juga , bensin lumayan irit kok kak .",positive,neutral,neutral,neutral,neutral,neutral
Bengkel resmi Yamaha menjual suku cadang dengan harga yang jauh lebih mahal.,neutral,neutral,neutral,neutral,neutral,negative
Xeli tenaga nya juga enggak memalukan,neutral,positive,neutral,neutral,neutral,neutral
Bengkel payah . Mobil 3 bulan gak dikerjain juga . Bengkel yang mengecewakan ( @ Honda Prima Bekasi ),neutral,neutral,neutral,neutral,neutral,negative
"xpander memang oke , enak saja menanjak 6 orang dalam mobil .",neutral,neutral,positive,neutral,neutral,neutral
"All new Avanza punya rasio gigi lebih halus . kabin lebih lega , buat baris 1 - 2 .",neutral,neutral,neutral,positive,neutral,neutral
"nmax lebar sih . cuma Honda kalau soal servis masih lebih aman ,",neutral,neutral,neutral,positive,neutral,positive
Masih nyaman Pajero karna Pajero lebih banyak peminat nya dari pada Fortuner,neutral,neutral,negative,neutral,neutral,neutral
"4 tahun pakai Altis , irit bbm banget apalagi buat luar kota",positive,neutral,neutral,neutral,neutral,neutral
Sudah 4 tahun lebih pakai mobil Honda ini . benar-benar mantap ! Pantas jadi MOBIL SEJUTA UMAT nya sedunia . Tidak pernah mengalami masalah sama sekali .,neutral,neutral,positive,neutral,neutral,neutral
"Gue cuma punya setahun Grand Livina, cuma dipakai ke Bali, tenaga nya lemot banget.",neutral,positive,neutral,neutral,neutral,neutral
"Tetapi menurut saya honda masih terlalu pelit untuk ac - nya ,",neutral,neutral,neutral,negative,neutral,neutral
Toyota Avanza versi terbaru pun menghadirkan pedal gas yang lebih ringan untuk diinjak sehingga anda bisa memperoleh tingkat kenyamanan lebih mudah .,neutral,neutral,neutral,positive,neutral,neutral
Wah bengkel toyota pelayanan nya bagus banget nih . ini sih nunggu berjam-jam di bengkel juga gak bakal bosen kalo semuanya disediain di sini :D,neutral,neutral,neutral,neutral,neutral,positive
jazz tarikan nya jauh lebih halus daripada brio,neutral,negative,neutral,neutral,neutral,neutral
"Toyota Fortuner adalah kendaraan yang benar-benar di atas harapan . Setelah beberapa lama menggunakan nya , konsumsi bahan bakar kendaraan ini cukup baik dan bisa diandalkan .",positive,neutral,positive,neutral,neutral,neutral
Jazz enak . tetapi mahal harga dan perawatan gila .,neutral,neutral,positive,neutral,negative,negative
gue enggak menyangka xpander bisa sebagus ini .,neutral,neutral,positive,neutral,neutral,neutral
fortuner sempit di belakang kalau pajero luas duduk nya ga mentok,neutral,neutral,neutral,positive,neutral,neutral
"mesin 3SZ - VE 1500 cc ini memang lebih pas di badan Avanza , bertenaga namun efisien",neutral,positive,neutral,neutral,neutral,neutral
ane tetep megang mobilio daripada avanza . . ga enak banget avanza .. rasa berkendara nya enakan mobilio ..,neutral,neutral,positive,neutral,neutral,neutral
Saya juga pakai hrv om . impresi nya sangat luar biasa dan enak banget dikendarai baik dalam dan luar kota hrv terbaik,neutral,neutral,positive,neutral,neutral,neutral
"Kenapa saya suka dengan mobil Avanza , karena selain nyaman mobil ini mesin nya juga terpelihara dan terjaga . Jadi apabila kita hendak pergi ke luar kota atau pergi jauh mesin nya tetap awet .",neutral,positive,positive,neutral,neutral,neutral
Toyota Rush irit,positive,neutral,neutral,neutral,neutral,neutral
Mending Calya harga stabil,neutral,neutral,neutral,neutral,positive,neutral
sebagai jiwa petualang saya yakin beli brio karena lincah kalau untuk lari,neutral,positive,neutral,neutral,neutral,neutral
"Wuling confero , mesin gardan oke dan mantap , mesin andal di kelas nya ,",neutral,positive,neutral,neutral,neutral,neutral
@hondajazz_id pelayanan bengkel honda pluit jelek,neutral,neutral,neutral,neutral,neutral,negative
"grand livina cuma menang di interior, mesin tetap kalah.",neutral,negative,neutral,positive,neutral,neutral
"tapi mazda kadang mahal , harga purnajual enggak seberapa",neutral,neutral,neutral,neutral,negative,neutral
layanan Purnajual Toyota Dinilai Paling Memuaskan,neutral,neutral,neutral,neutral,neutral,positive
Gue punya selis sudah 4 tahun. masih awet. batre sama kontroler nya enggak pernah masalah.,neutral,neutral,positive,positive,neutral,neutral
avanza bahan bakar nya boros banget,negative,neutral,neutral,neutral,neutral,neutral
"Lagi mikir , mobil murah dan perawatan mudah kan Avanza , tapi kok gak ada perusahaan taksi yang pake ya ? Kan enak penumpang nya bisa 6 orang .",neutral,neutral,neutral,neutral,positive,positive
"Enggak semua bengkel AHASS HONDA servis nya keren , motor gue servis dicsitu malah sama saja kayak enggak diservis ! Udah mahal ! Payah lagi !",neutral,neutral,neutral,neutral,neutral,negative
Avanza mobil yang cocok adalah yang irit,positive,neutral,neutral,neutral,neutral,neutral
Alhamdulillah saya tidak salah pilih memilih kendaraan buat usaha selain dari tenaga nya yang lumayan kencang vario 125 kokoh buat bawa beban banyak dan irit sangat bbm - nya,positive,positive,positive,neutral,neutral,neutral
fortuner ini mobil yang paling gagah dan elegan di kelas nya,neutral,neutral,positive,neutral,neutral,neutral
Mobil lmpv paling enak mesin dan handling nya .. sayang fitur nya nanggung banget belum ada smartkey,neutral,positive,neutral,negative,neutral,neutral
pajero lah yg menang soal nya dia hemat karena solar Dan lebih nyaman,positive,neutral,positive,neutral,neutral,neutral
"Beat 2010 merupakan varian beat terbaik di kelas nya dengan tampilan sporty dan aeorodinamis yang baik sehingga sangat lincah di jalanan sewaktu merangsek di kemacetan , lagi pilihan warna juga desain sangat cocok untuk muda di semua gender .",neutral,positive,positive,positive,neutral,neutral
mobilio memang paling enak buat low mpv,neutral,neutral,positive,neutral,neutral,neutral
Saya lebih suka fortuner dibandingkan pajero,neutral,neutral,negative,neutral,neutral,neutral
Calya bagus cantik irit dan terjangkau,positive,neutral,neutral,positive,positive,neutral
Xeli lumayan irit bbm 1:9 dalam kota ( belum pernah bawa ke luar kota ) .,positive,neutral,neutral,neutral,neutral,neutral
Gw sih pilih fortuner karena enteng klo di jalan jelek,neutral,neutral,positive,neutral,neutral,neutral
"mobilio oke banget secara keseluruhan, tapi buat pilihan warna nya gak menarik",neutral,neutral,positive,negative,neutral,neutral
jazz jauh lebih praktis dipake kalo dibanding brio,neutral,neutral,negative,neutral,neutral,neutral
si xexi tarikan oke . lari 120 di cipularang oke saja itu .,neutral,positive,neutral,neutral,neutral,neutral
jarang-jarang loh ada after sales service yang sebagus nissan,neutral,neutral,neutral,neutral,neutral,positive
keseluruhan mobil Wuling confero S 1.5 L Lux+ ini direkomendasikan banget .,neutral,neutral,positive,neutral,neutral,neutral
Mesin diesel yg paling kondang sampai ke kampung kampung ya Mitsubishi,neutral,positive,neutral,neutral,neutral,neutral
sangat berkesan dengan Avanza karena harga nya yang murah dibanding dengan mobil sekelas nya ( saya beli bekas ) .,neutral,neutral,neutral,neutral,positive,neutral
mobilio bagus banget design body nya juga oke banget,neutral,neutral,positive,positive,neutral,neutral
Pajero sport mobil impian gue bro keren nya gak ada yang bisa ngalahin,neutral,neutral,positive,neutral,neutral,neutral
Fortuner tampang sih keren tp power nya letoy bos,neutral,negative,neutral,positive,neutral,neutral
Honda Beat luar biasa . Mesin nya bandel . Enggak pernah mogok sekalipun .,neutral,positive,positive,neutral,neutral,neutral
"pilihan ku enggak salah , terios ini mobil direkomendasikan banget .",neutral,neutral,positive,neutral,neutral,neutral
Daihatsu Ayla tuh yang lebih murah dan irit mah .,positive,neutral,neutral,neutral,positive,neutral
"sudah 3 tahun saya pakai Honda Vario , sangat nyaman dipakai dan pasti nya irit",positive,neutral,positive,neutral,neutral,neutral
secara keseluruhan sih vario lebih bagus daripada mio,neutral,neutral,negative,neutral,neutral,neutral
"ternyata GPS bawaan xenia nya enggak mengecewakan , anak-anak senang . Lumayan pintar lah , kalau saya bohongi rute nya dia tetap bisa kalkulasi ulang rute yang saya ambil .",neutral,neutral,neutral,positive,neutral,neutral
Mobil Honda semuanya punya tempat penyimpanan yang banyak,neutral,neutral,neutral,positive,neutral,neutral
sampai saat ini tingkat kenyamanan calya tidak ada yang menandingi .,neutral,neutral,positive,neutral,neutral,neutral
"Untuk yang keseharian nya selalu menggunakan kendaraan , motor honda scoopy sangat cocok untuk anda , body yang elegan bahan bakar yang irit dan motor yang nyaman saat dikendarai sangat cocok untuk semua kalangan ;)",positive,neutral,positive,positive,neutral,neutral
Calya ini mobil jelek pelan pula untuk apa dibeli,neutral,neutral,negative,neutral,neutral,neutral
"Pas lihat tadi Suzuki Baleno 2017 ini di GIIAS lumayan banget buat harga segitu , murah .",neutral,neutral,neutral,neutral,positive,neutral
"Saya lihat bodi mobilio sangat tipis dan rentan penyok , di jalanan banyak yang bodi nya penyok",neutral,neutral,neutral,negative,neutral,neutral
jazz lebih bandel kalo dibanding brio,neutral,negative,neutral,neutral,neutral,neutral
"Payah nih bengkel mitsubishi PT Wicaksana Berlian Motor , dijanjiin servis sama operator nya tapi pas datang , bengkel nya ternyata libur",neutral,neutral,neutral,neutral,neutral,negative
dibuat bermanuver tajam juga masih tetep oke si honda brio ini,neutral,positive,neutral,neutral,neutral,neutral
Yang pertama Li biru dlx+ tahun 2004 AXIC - 1308 . Mobil mantap . Dibawa keliling pulau jawa tanpa ada masalah . baik-baik saja . Lewat tanjakan asoy pula .,neutral,neutral,positive,neutral,neutral,neutral
Xpander lebih memiliki kesan Gahar dari eksterior .,neutral,neutral,neutral,positive,neutral,neutral
"cocok banget brio ini buat ke kampus, desain body yang kecil gak bikin lebay buat dipakai mahasiswa",neutral,neutral,positive,positive,neutral,neutral
baru sebulan udah sampe inden fortuner mantap sekali,neutral,neutral,neutral,neutral,neutral,positive
Naik pajero goyang nya parah mending naik inova,neutral,neutral,positive,neutral,neutral,neutral
pengalaman berkendara nya sangat menyenangkan pakai Avanza karena suara mesin nya yang halus,neutral,positive,neutral,neutral,neutral,neutral
"agya agak sedikit mengecewakan, gak bagus",neutral,neutral,negative,neutral,neutral,neutral
Di samping harga nya yang terjangkau motor matic vario irit bahan bakar dan nyaman untuk digunakan dalam melaksanakan kegiatan sehari-hari .,positive,neutral,positive,neutral,positive,neutral
"dengan harga yang cukup ekonomis, style body dari calya termasuk elegan",neutral,neutral,neutral,positive,positive,neutral
